id,university,book_title,quantity,date
5,Dallas Baptist University,E-Commerce 2013,536,1/4/2016
5,Dallas Baptist University,Global Marketing Management,52,7/12/2015
5,Dallas Baptist University,Introductory & Intermediate Algebra 3e,420,5/19/2015
5,Dallas Baptist University,Microeconomics,631,1/4/2016
5,Dallas Baptist University,Statics and Mechanics of Materials,324,2/16/2016
5,Dallas Baptist University,Foundations of Finance,546,6/29/2015
5,Dallas Baptist University,Elementary Statistics Using Excel,281,12/2/2015
5,Dallas Baptist University,The Prentice Hall Guide for College Writers,687,3/1/2016
5,Dallas Baptist University,Marketing Plan Handbook,447,10/30/2015
6,Argosy University-Phoenix,Adaptive Filter Theory,445,2/15/2016
6,Argosy University-Phoenix,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",632,6/6/2015
6,Argosy University-Phoenix,Personal Finance,503,4/28/2015
6,Argosy University-Phoenix,International Business,519,8/5/2015
6,Argosy University-Phoenix,Basic Technical Mathematics with Calculus,292,4/4/2015
6,Argosy University-Phoenix,Mechanics of Materials,552,12/18/2015
6,Argosy University-Phoenix,Entrepreneurial Finance,158,7/26/2015
6,Argosy University-Phoenix,Elementary Statistics,407,3/28/2015
6,Argosy University-Phoenix,Guide to Managerial Communication,182,7/16/2015
6,Argosy University-Phoenix,Fundamentals of Investing,261,7/30/2015
6,Argosy University-Phoenix,Java Software Structures,146,3/19/2015
6,Argosy University-Phoenix,Starting Out with C++: Early Objects,630,1/16/2016
6,Argosy University-Phoenix,"Strategies for Successful Writing, Concise Edition",232,11/13/2015
6,Argosy University-Phoenix,Precalculus,664,11/14/2015
6,Argosy University-Phoenix,Visual Basic 2012 How to Program,310,5/24/2015
6,Argosy University-Phoenix,"Network Security Essentials: Applications and Standards, 5/e",168,3/17/2015
6,Argosy University-Phoenix,Fundamentals of Futures and Options Markets,476,5/16/2015
6,Argosy University-Phoenix,Auditing and Assurance Services,250,5/24/2015
6,Argosy University-Phoenix,Mosaics: Reading and Writing Paragraphs,641,9/3/2015
6,Argosy University-Phoenix,Mechanics of Materials,190,6/25/2015
6,Argosy University-Phoenix,"Writing and Reading Across the Curriculum, Brief Edition",292,9/17/2015
6,Argosy University-Phoenix,Managerial Economics,420,8/19/2015
6,Argosy University-Phoenix,MIS Essentials,570,10/23/2015
6,Argosy University-Phoenix,Statistics for Business and Economics,640,3/5/2016
6,Argosy University-Phoenix,Starting Out with C++: Early Objects,505,1/1/2016
6,Argosy University-Phoenix,"The Curious Writer, Brief Edition",210,4/30/2015
6,Argosy University-Phoenix,Basic Technical Mathematics with Calculus,649,5/30/2015
6,Argosy University-Phoenix,Managing Engineering and Technology,196,1/16/2016
6,Argosy University-Phoenix,Elementary Algebra:  Concepts & Applications,677,10/8/2015
6,Argosy University-Phoenix,Public Relations Practices,53,3/19/2015
6,Argosy University-Phoenix,Microeconomics,383,3/31/2015
6,Argosy University-Phoenix,Modern Systems Analysis and Design,377,10/11/2015
6,Argosy University-Phoenix,Microeconomics,619,6/6/2015
7,Mercyhurst University,The Practice of Public Relations,33,10/15/2015
7,Mercyhurst University,Starting Out With Visual Basic,429,9/7/2015
7,Mercyhurst University,Intro Stats,643,9/19/2015
7,Mercyhurst University,Literature for Composition,55,8/12/2015
7,Mercyhurst University,Principles of Microeconomics,318,1/16/2016
7,Mercyhurst University,Precalculus: A Unit Circle Approach,650,10/19/2015
7,Mercyhurst University,Statistics for Business and Economics,50,3/1/2016
7,Mercyhurst University,Read to Achieve: Gateway to Academic Reading,92,5/11/2015
7,Mercyhurst University,Aerodynamics for Engineers,113,12/20/2015
7,Mercyhurst University,"Corporate Finance, The Core",546,2/17/2016
7,Mercyhurst University,Managing Engineering and Technology,231,2/19/2016
7,Mercyhurst University,"Macroeconomics, 2/e",604,3/16/2015
7,Mercyhurst University,Economics,356,12/5/2015
7,Mercyhurst University,The Economic Way of Thinking,153,11/3/2015
7,Mercyhurst University,Style: Lessons in Clarity and Grace 11E,569,1/31/2016
7,Mercyhurst University,QuickBooks Pro 2013: A Complete Course,640,8/22/2015
7,Mercyhurst University,Technical Communication,83,12/6/2015
7,Mercyhurst University,"The Prentice Hall Guide for College Writers, Brief Edition",435,1/24/2016
7,Mercyhurst University,Starting Out With Visual Basic,325,9/4/2015
7,Mercyhurst University,Digital Business Networks,217,1/9/2016
7,Mercyhurst University,Business Statistics: A First Course,73,2/16/2016
7,Mercyhurst University,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",644,7/23/2015
7,Mercyhurst University,Business Communication Essentials,426,8/23/2015
7,Mercyhurst University,Starting Out with C++: Early Objects,514,6/19/2015
8,Texas A & M University-Corpus Christi,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),694,12/7/2015
8,Texas A & M University-Corpus Christi,Java Software Structures,560,6/1/2015
8,Texas A & M University-Corpus Christi,Managerial Economics,90,7/21/2015
8,Texas A & M University-Corpus Christi,Introduction to Engineering Analysis,490,12/30/2015
8,Texas A & M University-Corpus Christi,Intermediate Algebra,460,6/11/2015
8,Texas A & M University-Corpus Christi,Principles of Economics,398,12/2/2015
8,Texas A & M University-Corpus Christi,Developmental Mathematics,83,2/14/2016
8,Texas A & M University-Corpus Christi,Fundamentals of Investing,582,10/10/2015
8,Texas A & M University-Corpus Christi,Ownership Series: Ownership: Critical Thinking,577,8/21/2015
8,Texas A & M University-Corpus Christi,Trigonometry,435,6/9/2015
8,Texas A & M University-Corpus Christi,Basic College Mathematics,447,1/17/2016
8,Texas A & M University-Corpus Christi,Elementary Statistics,646,4/27/2015
9,University of Illinois at Springfield,Macroeconomics,226,4/14/2015
9,University of Illinois at Springfield,Electronic Commerce 2012,30,11/14/2015
9,University of Illinois at Springfield,"Corporate Finance, The Core",493,3/3/2016
10,Marian University,Style: Lessons in Clarity and Grace 11E,141,10/3/2015
10,Marian University,Starting Out with C++: Early Objects,68,6/30/2015
10,Marian University,Foundations of Finance,547,2/23/2016
10,Marian University,Java Software Structures,550,4/29/2015
10,Marian University,Style: Lessons in Clarity and Grace 11E,444,7/5/2015
10,Marian University,Data Structures and Algorithm Analysis in C++,656,12/17/2015
10,Marian University,Basic Technical Mathematics,210,2/16/2016
10,Marian University,Introductory and Intermediate Algebra 5e,690,12/9/2015
10,Marian University,Development Economics,450,10/5/2015
10,Marian University,The Economics of Macro Issues,149,11/16/2015
10,Marian University,Microeconomics,114,1/15/2016
10,Marian University,Complete Works of Shakespeare 7E,347,11/14/2015
10,Marian University,"Network Security Essentials: Applications and Standards, 5/e",537,5/9/2015
10,Marian University,Basic Technical Mathematics with Calculus,517,9/13/2015
10,Marian University,Economics,176,3/27/2015
10,Marian University,Auditing and Assurance Services,530,12/8/2015
10,Marian University,Management: A Focus on Leaders,382,1/20/2016
10,Marian University,Intermediate Algebra: Concepts & Applications,127,10/27/2015
10,Marian University,Foundations of Finance,437,5/12/2015
10,Marian University,The Economics of Public Issues,58,6/24/2015
10,Marian University,Precalculus,611,2/15/2016
10,Marian University,Introduction to Programming with C++,659,2/17/2016
10,Marian University,"The Curious Writer, Concise Edition",202,9/14/2015
10,Marian University,Trigonometry,224,1/30/2016
10,Marian University,Data Structures and Algorithm Analysis in C++,310,5/4/2015
10,Marian University,Opportunities and Challenges of Workplace Diversity,47,10/9/2015
11,University of Washington-Tacoma Campus,Management Information Systems,598,12/4/2015
11,University of Washington-Tacoma Campus,Guide to Presentations,381,5/31/2015
11,University of Washington-Tacoma Campus,"English for Careers: Business, Professional, and Technical",309,6/30/2015
11,University of Washington-Tacoma Campus,Guide to Managerial Communication,560,9/8/2015
11,University of Washington-Tacoma Campus,Analysis with an Introduction to Proof,274,9/1/2015
11,University of Washington-Tacoma Campus,Modern Systems Analysis and Design,456,9/26/2015
11,University of Washington-Tacoma Campus,Reading Rhetorically,335,2/26/2016
11,University of Washington-Tacoma Campus,Cryptography and Network Security: Principles and Practice,286,6/24/2015
11,University of Washington-Tacoma Campus,International Monetary & Financial  Economics,433,11/24/2015
11,University of Washington-Tacoma Campus,Basic Technical Mathematics,644,3/6/2016
11,University of Washington-Tacoma Campus,Ownership Series: Ownership: Critical Thinking,34,2/25/2016
11,University of Washington-Tacoma Campus,Electronic Commerce 2012,150,11/28/2015
11,University of Washington-Tacoma Campus,Technical Communication,272,12/7/2015
11,University of Washington-Tacoma Campus,Statistics for Business: Decision Making and Analysis,437,1/17/2016
11,University of Washington-Tacoma Campus,"Global Issues, Local Arguments",692,1/28/2016
12,Wheaton College,Basic College Mathematics,263,3/2/2016
12,Wheaton College,Basic Technical Mathematics,65,2/6/2016
12,Wheaton College,Environmental Law,380,8/12/2015
12,Wheaton College,"The Curious Writer, Brief Edition",552,11/30/2015
12,Wheaton College,Managerial Economics,92,10/27/2015
12,Wheaton College,Intermediate Algebra,39,5/15/2015
12,Wheaton College,Business Math Brief,657,2/3/2016
12,Wheaton College,Introduction to Management Accounting,84,2/6/2016
12,Wheaton College,Microeconomics,163,3/21/2015
12,Wheaton College,Introduction to JavaScript Programming with XML and PHP,76,5/9/2015
12,Wheaton College,Hands-On Database,76,2/14/2016
12,Wheaton College,Precalculus: A Unit Circle Approach,90,3/9/2015
12,Wheaton College,Precalculus: Essentials,545,9/21/2015
12,Wheaton College,Management: A Focus on Leaders,72,2/28/2016
12,Wheaton College,Fundamentals of Investing,609,7/1/2015
12,Wheaton College,Better Business,156,7/15/2015
12,Wheaton College,Excursions in Modern Mathematics,417,8/10/2015
12,Wheaton College,Horngren's Accounting,503,10/23/2015
12,Wheaton College,Experiencing MIS,118,6/10/2015
12,Wheaton College,Building Java Programs,405,3/19/2015
12,Wheaton College,World of Short Stories: 20 Short Stories from Around the World,563,3/29/2015
12,Wheaton College,Building College Vocabulary Strategies,369,7/31/2015
12,Wheaton College,Precalculus: A Unit Circle Approach,449,5/2/2015
12,Wheaton College,Macroeconomics,283,9/22/2015
12,Wheaton College,The Economics of Public Issues,374,6/19/2015
12,Wheaton College,Horngren's Accounting,217,4/15/2015
12,Wheaton College,International Business,609,9/16/2015
12,Wheaton College,Introduction to Programming with C++,159,4/17/2015
12,Wheaton College,Human Resource Management,111,10/7/2015
13,Sullivan University,The DK Handbook,337,1/6/2016
13,Sullivan University,Accounting Information Systems: The Crossroads of Accounting and IT 2e,88,7/1/2015
13,Sullivan University,The DK Guide to Literature,340,8/7/2015
13,Sullivan University,Horngren's Financial & Managerial Accounting. The Financial Chapters,403,2/26/2016
13,Sullivan University,Bridging the Gap,43,5/23/2015
13,Sullivan University,Introductory and Intermediate Algebra 5e,233,10/15/2015
13,Sullivan University,The Practice of Public Relations,45,2/2/2016
13,Sullivan University,Customer Service: Career Success through Customer Loyalty,411,7/6/2015
13,Sullivan University,Employment Law,591,7/21/2015
13,Sullivan University,Introduction to JavaScript Programming with XML and PHP,304,5/28/2015
13,Sullivan University,Operations Management,167,7/27/2015
13,Sullivan University,Building College Vocabulary Strategies,43,4/10/2015
13,Sullivan University,Elementary Algebra:  Concepts & Applications,521,8/21/2015
13,Sullivan University,Horngren's Financial & Managerial Accounting,619,10/1/2015
13,Sullivan University,The Economics of Macro Issues,322,2/13/2016
13,Sullivan University,Starting Out With Visual Basic,687,7/14/2015
13,Sullivan University,MIS Essentials,627,12/17/2015
13,Sullivan University,Basic College Mathematics,342,9/8/2015
13,Sullivan University,Intro Stats,655,4/4/2015
13,Sullivan University,Academic Reading,66,5/7/2015
13,Sullivan University,The Economics of Macro Issues,111,3/25/2015
13,Sullivan University,Mosaics: Reading and Writing Essays 6e,526,7/5/2015
13,Sullivan University,The Practice of Public Relations,285,2/17/2016
13,Sullivan University,Fundamentals of Communication Systems,296,9/21/2015
13,Sullivan University,Visual Basic 2012 How to Program,143,1/24/2016
13,Sullivan University,Ownership Series: Ownership: Effective Planning,627,6/6/2015
14,University of California-Davis,Complete Works of Shakespeare 7E,160,7/8/2015
14,University of California-Davis,Economics,205,7/26/2015
14,University of California-Davis,The DK Guide to Literature,96,9/15/2015
14,University of California-Davis,Complete Works of Shakespeare 7E,582,6/6/2015
14,University of California-Davis,Basics of Web Design: HTML5 & CSS3,446,1/18/2016
14,University of California-Davis,Introductory & Intermediate Algebra 3e,433,2/15/2016
14,University of California-Davis,Guide to Presentations,510,5/5/2015
14,University of California-Davis,Psychology of Investing,698,1/13/2016
14,University of California-Davis,World of Short Stories: 20 Short Stories from Around the World,82,12/21/2015
14,University of California-Davis,"Essentials of Processes, Systems and Information: with SAP tutorials",580,12/6/2015
15,University of Missouri-Kansas City,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",264,1/20/2016
15,University of Missouri-Kansas City,Mathematics for Business,423,5/16/2015
15,University of Missouri-Kansas City,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,595,2/2/2016
15,University of Missouri-Kansas City,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",120,10/2/2015
15,University of Missouri-Kansas City,Brief Calculus & Its Applications,451,12/17/2015
15,University of Missouri-Kansas City,Statistical Reasoning for Everyday Life,270,9/17/2015
15,University of Missouri-Kansas City,Environmental Law,589,7/14/2015
15,University of Missouri-Kansas City,Using MIS,74,10/5/2015
15,University of Missouri-Kansas City,Corporate Finance,355,1/10/2016
15,University of Missouri-Kansas City,The Practice of Public Relations,504,1/15/2016
15,University of Missouri-Kansas City,International Monetary & Financial  Economics,651,1/13/2016
15,University of Missouri-Kansas City,Managerial Accounting: Decision Making and Motivating Performance,669,1/21/2016
15,University of Missouri-Kansas City,World Myth,392,5/7/2015
15,University of Missouri-Kansas City,Horngren's Financial & Managerial Accounting,437,12/21/2015
15,University of Missouri-Kansas City,Principles of Macroeconomics,218,6/18/2015
15,University of Missouri-Kansas City,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,597,12/3/2015
15,University of Missouri-Kansas City,Visual Basic 2012 How to Program,111,3/8/2015
15,University of Missouri-Kansas City,The Prentice Hall Guide for College Writers,62,8/9/2015
15,University of Missouri-Kansas City,Managerial Economics,377,12/23/2015
15,University of Missouri-Kansas City,Intro Stats,350,10/26/2015
16,New Jersey Institute of Technology,"Macroeconomics, 2/e",553,2/10/2016
16,New Jersey Institute of Technology,Elementary Algebra,490,4/10/2015
16,New Jersey Institute of Technology,Electronic Commerce 2012,459,7/15/2015
16,New Jersey Institute of Technology,Mathematics for Elementary Teachers with Activity Manual,594,7/10/2015
16,New Jersey Institute of Technology,World of Short Stories: 20 Short Stories from Around the World,165,1/15/2016
16,New Jersey Institute of Technology,Corporate Finance,434,1/26/2016
16,New Jersey Institute of Technology,Prealgebra  5e,654,1/30/2016
16,New Jersey Institute of Technology,Fundamentals of Futures and Options Markets,343,11/16/2015
16,New Jersey Institute of Technology,Mosaics: Reading and Writing Paragraphs,293,12/14/2015
16,New Jersey Institute of Technology,Elementary & Intermediate Algebra,238,10/2/2015
16,New Jersey Institute of Technology,Cornerstones for College Success,486,2/27/2016
16,New Jersey Institute of Technology,Brief Calculus & Its Applications,137,11/3/2015
16,New Jersey Institute of Technology,"Macroeconomics, 2/e",195,7/14/2015
16,New Jersey Institute of Technology,Internetworking with TCP/IP Volume One,29,7/26/2015
16,New Jersey Institute of Technology,International Economics,236,9/14/2015
16,New Jersey Institute of Technology,The Economic Way of Thinking,138,8/19/2015
16,New Jersey Institute of Technology,Modern Systems Analysis and Design,297,2/8/2016
16,New Jersey Institute of Technology,Developmental Mathematics,647,4/6/2015
16,New Jersey Institute of Technology,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",368,8/14/2015
16,New Jersey Institute of Technology,Adaptive Filter Theory,496,6/13/2015
16,New Jersey Institute of Technology,Statics and Mechanics of Materials,409,7/24/2015
16,New Jersey Institute of Technology,Calculus and Its Applications Expanded Version,647,1/11/2016
16,New Jersey Institute of Technology,Essential Math 4e,531,8/20/2015
16,New Jersey Institute of Technology,Intermediate Algebra 10,207,9/19/2015
16,New Jersey Institute of Technology,Management: A Focus on Leaders,495,6/13/2015
16,New Jersey Institute of Technology,Elementary Algebra,567,12/28/2015
17,Rutgers University-Camden,Style: Lessons in Clarity and Grace 11E,604,6/21/2015
17,Rutgers University-Camden,Business Math,131,3/14/2015
17,Rutgers University-Camden,Trigonometry,32,6/4/2015
17,Rutgers University-Camden,Human Resource Management,139,5/27/2015
17,Rutgers University-Camden,Mosaics: Reading and Writing Paragraphs,240,12/3/2015
17,Rutgers University-Camden,Mathematics for Business,513,10/9/2015
17,Rutgers University-Camden,Machine Design,342,11/13/2015
17,Rutgers University-Camden,Starting Out with C++: Early Objects,313,7/25/2015
17,Rutgers University-Camden,Systems Analysis and Design,169,3/31/2015
17,Rutgers University-Camden,Intermediate Algebra,100,7/3/2015
17,Rutgers University-Camden,Elementary Statistics Using Excel,690,12/31/2015
17,Rutgers University-Camden,Intermediate Algebra 10,356,9/15/2015
17,Rutgers University-Camden,Economics Today: The Micro View,383,7/15/2015
17,Rutgers University-Camden,Introduction to JavaScript Programming with XML and PHP,682,12/2/2015
17,Rutgers University-Camden,Algebra and Trigonometry,546,6/14/2015
17,Rutgers University-Camden,Reading Rhetorically,453,8/8/2015
17,Rutgers University-Camden,Public Relations Practices,461,7/6/2015
18,SUNY at Binghamton,Elementary & Intermediate Algebra,104,12/3/2015
18,SUNY at Binghamton,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,314,7/22/2015
18,SUNY at Binghamton,Human Resource Management,516,1/5/2016
18,SUNY at Binghamton,Principles of Risk Management and Insurance,65,3/13/2015
18,SUNY at Binghamton,Ownership Series: Ownership: Study Strategies,554,9/21/2015
18,SUNY at Binghamton,Guide to Presentations,675,8/7/2015
18,SUNY at Binghamton,Mosaics: Reading and Writing Paragraphs,410,7/15/2015
18,SUNY at Binghamton,Ownership Series: Ownership: Accountability,362,10/20/2015
18,SUNY at Binghamton,Management,52,7/28/2015
18,SUNY at Binghamton,Business Math,475,7/18/2015
18,SUNY at Binghamton,Writing for Life: Sentences and Paragraphs,467,6/20/2015
18,SUNY at Binghamton,Hands-On Database,353,11/16/2015
18,SUNY at Binghamton,Intermediate Algebra 10,455,6/8/2015
18,SUNY at Binghamton,Elementary Algebra:  Concepts & Applications,433,1/20/2016
18,SUNY at Binghamton,Horngren's Accounting,168,8/5/2015
18,SUNY at Binghamton,Global Marketing Management,170,12/9/2015
18,SUNY at Binghamton,Essentials of Entrepreneurship and Small Business Management,89,8/28/2015
18,SUNY at Binghamton,Essentials of Entrepreneurship and Small Business Management,183,10/21/2015
18,SUNY at Binghamton,Literature for Composition,638,5/15/2015
18,SUNY at Binghamton,Marketing Research,62,11/19/2015
19,Western Michigan University,Horngren's Financial & Managerial Accounting. The Financial Chapters,33,1/5/2016
19,Western Michigan University,Management,127,7/23/2015
19,Western Michigan University,Manager's Bookshelf,422,7/7/2015
19,Western Michigan University,C++ How to Program (Early Objects Version),622,8/10/2015
19,Western Michigan University,Guide to Managerial Communication,482,6/23/2015
19,Western Michigan University,Macroeconomics,199,9/24/2015
19,Western Michigan University,The Curious Writer,506,10/20/2015
19,Western Michigan University,Intermediate Algebra,230,1/20/2016
19,Western Michigan University,Horngren's Financial & Managerial Accounting. The Financial Chapters,566,12/27/2015
19,Western Michigan University,Business Intelligence,52,12/27/2015
19,Western Michigan University,Literature and the Writing Process,173,5/26/2015
19,Western Michigan University,Elementary and Intermediate Algebra: Concepts & Applications,577,5/16/2015
19,Western Michigan University,International Management: Text and Cases,394,9/28/2015
19,Western Michigan University,Intermediate Algebra,477,9/28/2015
19,Western Michigan University,Intermediate Algebra 10,403,10/30/2015
19,Western Michigan University,Analysis with an Introduction to Proof,564,5/18/2015
19,Western Michigan University,The Economics of Sports,536,8/26/2015
19,Western Michigan University,"The Economics of Women, Men and Work",64,11/10/2015
19,Western Michigan University,Corporate Finance,303,7/18/2015
19,Western Michigan University,Read to Achieve: Gateway to Academic Reading,491,9/1/2015
19,Western Michigan University,MIS Essentials,452,7/5/2015
19,Western Michigan University,"The Prentice Hall Guide for College Writers, Brief Edition",498,7/1/2015
19,Western Michigan University,John E. Freund's Mathematical Statistics with Applications,232,12/25/2015
19,Western Michigan University,Brief Calculus & Its Applications,136,5/7/2015
19,Western Michigan University,Intermediate Algebra 10,290,11/21/2015
19,Western Michigan University,Using MIS,494,4/2/2015
19,Western Michigan University,"Writing and Reading Across the Curriculum, Brief Edition",347,11/17/2015
19,Western Michigan University,Mathematics for Business,526,3/7/2015
20,Johns Hopkins University,Cornerstones for College Success,51,9/14/2015
20,Johns Hopkins University,Fundamentals of Communication Systems,212,4/7/2015
20,Johns Hopkins University,Ownership Series: Ownership: Study Strategies,165,3/22/2015
20,Johns Hopkins University,Developmental Mathematics,61,12/24/2015
20,Johns Hopkins University,Mechanics of Materials,333,3/31/2015
20,Johns Hopkins University,Trigonometry,666,10/31/2015
20,Johns Hopkins University,Macroeconomics,154,11/26/2015
20,Johns Hopkins University,Entrepreneurial Finance,533,6/8/2015
20,Johns Hopkins University,Principles of Risk Management and Insurance,455,3/1/2016
20,Johns Hopkins University,Management: A Focus on Leaders,300,2/23/2016
20,Johns Hopkins University,John E. Freund's Mathematical Statistics with Applications,31,8/9/2015
20,Johns Hopkins University,Basic Technical Mathematics,483,2/3/2016
20,Johns Hopkins University,Introduction to Financial Accounting,276,7/1/2015
20,Johns Hopkins University,The Necessary Shakespeare,115,9/26/2015
20,Johns Hopkins University,Management: A Focus on Leaders,348,11/25/2015
21,University of Southern Maine,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",295,5/28/2015
21,University of Southern Maine,"Writing for Life: Paragraphs and Essays, 3E",292,3/20/2015
21,University of Southern Maine,Adaptive Filter Theory,349,3/9/2015
21,University of Southern Maine,Cryptography and Network Security: Principles and Practice,87,9/1/2015
21,University of Southern Maine,Statics and Mechanics of Materials,202,7/22/2015
21,University of Southern Maine,Fundamentals of Futures and Options Markets,222,9/21/2015
21,University of Southern Maine,Building College Vocabulary Strategies,40,12/1/2015
21,University of Southern Maine,Complete Works of Shakespeare 7E,105,5/18/2015
21,University of Southern Maine,Macroeconomics,445,6/1/2015
21,University of Southern Maine,Intermediate Algebra: Concepts & Applications,279,9/12/2015
21,University of Southern Maine,Reliability Engineering,207,10/6/2015
21,University of Southern Maine,Operations Management,535,6/22/2015
21,University of Southern Maine,Basic Technical Mathematics,564,11/13/2015
21,University of Southern Maine,"Essentials of Processes, Systems and Information: with SAP tutorials",407,1/2/2016
21,University of Southern Maine,"The Economics of Women, Men and Work",560,3/23/2015
21,University of Southern Maine,Writing for Life: Sentences and Paragraphs,298,10/13/2015
21,University of Southern Maine,Basic Technical Mathematics with Calculus,685,10/8/2015
21,University of Southern Maine,Literature for Composition,487,4/2/2015
21,University of Southern Maine,Mathematics for Business,42,2/12/2016
21,University of Southern Maine,Essentials of Database Management,512,7/3/2015
21,University of Southern Maine,Principles of Microeconomics,597,1/26/2016
21,University of Southern Maine,Development Economics,528,8/29/2015
21,University of Southern Maine,The Necessary Shakespeare,583,7/26/2015
21,University of Southern Maine,Read to Achieve: Gateway to Academic Reading,248,4/6/2015
21,University of Southern Maine,Basic Technical Mathematics,43,6/25/2015
21,University of Southern Maine,"Prealgebra and Introductory Algebra, 4e",397,2/27/2016
21,University of Southern Maine,Starting Out with C++: Early Objects,494,5/25/2015
21,University of Southern Maine,Mosaics: Reading and Writing Essays 6e,643,12/8/2015
21,University of Southern Maine,Intercultural Business Communication,447,12/12/2015
21,University of Southern Maine,"Money, Banking, and the Financial System",344,12/23/2015
22,Yeshivat Mikdash Melech,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",27,1/8/2016
